ID,Foerderung,Website,Frage,Hilfestellung,Denkmalschutz,Maßnahmen nicht begonnen,min. Alter,max. Alter
1658,Bundesförderung für effiziente Gebäude (BEG) – Einzelmaßnahme - Anlagen zur Wärmeerzeugung: Gebäudenetzanschluss - Wohngebäude (458),https://www.bafa.de/DE/Energie/Effiziente_Gebaeude/Sanierung_Wohngebaeude/Anlagen_zur_Waermeerzeugung/anlagen_zur_waermeerzeugung_node.html,"Handelt es sich bei dem Gebäude um ein Bestandsgebäude, das mindestens 5 Jahre alt ist?",,,,,
1799,Bundesförderung für effiziente Gebäude (BEG) – Einzelmaßnahme - Anlagen zur Wärmeerzeugung: Wasserstofffähige Heizung (Investitionsmehrausgaben) - Wohngebäude (458),https://www.kfw.de/inlandsfoerderung/Privatpersonen/Bestehende-Immobilie/F%C3%B6rderprodukte/Heizungsf%C3%B6rderung-f%C3%BCr-Privatpersonen-Wohngeb%C3%A4ude-(458)/,"Handelt es sich bei dem Gebäude um ein Bestandsgebäude, das mindestens 5 Jahre alt ist?",,,,,
2017,Bundesförderung für effiziente Gebäude (BEG) – Einzelmaßnahme - Anlagen zur Wärmeerzeugung: Wärmenetzanschluss - Wohngebäude (458),https://www.bafa.de/DE/Energie/Effiziente_Gebaeude/Sanierung_Wohngebaeude/Anlagen_zur_Waermeerzeugung/anlagen_zur_waermeerzeugung_node.html,"Handelt es sich bei dem Gebäude um ein Bestandsgebäude, das mindestens 5 Jahre alt ist?",,,,,
2049,Bundesförderung für effiziente Gebäude (BEG) – Einzelmaßnahme - Anlagen zur Wärmeerzeugung: Brennstoffzellenheizung - Wohngebäude (458),https://www.kfw.de/inlandsfoerderung/Privatpersonen/Bestehende-Immobilie/F%C3%B6rderprodukte/Heizungsf%C3%B6rderung-f%C3%BCr-Privatpersonen-Wohngeb%C3%A4ude-(458)/,"Handelt es sich bei dem Gebäude um ein Bestandsgebäude, das mindestens 5 Jahre alt ist?",,,,,
2122,Bundesförderung für effiziente Gebäude (BEG) – Einzelmaßnahme - Anlagen zur Wärmeerzeugung: Innovative Heiztechnik - Wohngebäude,https://www.kfw.de/inlandsfoerderung/Privatpersonen/Bestehende-Immobilie/F%C3%B6rderprodukte/Heizungsf%C3%B6rderung-f%C3%BCr-Privatpersonen-Wohngeb%C3%A4ude-(458)/,"Handelt es sich bei dem Gebäude um ein Bestandsgebäude, das mindestens 5 Jahre alt ist?",,,,,
2136,Bundesförderung für effiziente Gebäude (BEG) – Einzelmaßnahme - Anlagen zur Wärmeerzeugung: Wärmepumpen - Wohngebäude (458),https://www.kfw.de/inlandsfoerderung/Privatpersonen/Bestehende-Immobilie/F%C3%B6rderprodukte/Heizungsf%C3%B6rderung-f%C3%BCr-Privatpersonen-Wohngeb%C3%A4ude-(458)/,"Handelt es sich bei dem Gebäude um ein Bestandsgebäude, das mindestens 5 Jahre alt ist?",,,,,
1905,Bundesförderung für effiziente Gebäude (BEG) – Einzelmaßnahme - Heizungsoptimierung zur Emissionsminderung - Wohngebäude,https://www.bafa.de/DE/Energie/Effiziente_Gebaeude/Sanierung_Wohngebaeude/Heizungsoptimierung/heizungsoptimierung_node.html,"Handelt es sich bei dem Gebäude um ein Bestandsgebäude, das mindestens 5 Jahre alt ist?",,,,,
2149,,,"Handelt es sich bei den geplanten Maßnahmen um Arbeiten
a) an einem eingetragenen Baudenkmal
b) oder an einem Gebäude im örtlichen Geltungsbereich einer Denkmalbereichssatzung – und liegt dafür eine Genehmigung der Unteren Denkmalbehörde vor?",,,,,
1846,,,"Handelt es sich bei der geplanten Innendämmung um ein Gebäude, das in der Hamburger Denkmalliste verzeichnet ist oder sich in einem Gebiet gemäß § 172 BauGB befindet?",,,,,
1755,,,Handelt es sich bei der geplanten PV-Anlage nicht um eine Anlage aus einem Leasingsystem?,,,,,
1752,,,Handelt es sich bei der geplanten PV-Anlage nicht um einen Prototyp?,,,,,
1751,Förderung der Solarstromerzeugung und Mieterstrom,https://service.braunschweig.de/dienstleistungen/-/egov-bis-detail/dienstleistung/64441/show,Handelt es sich bei der geplanten PV-Anlage um eine neue Anlage und nicht um eine gebrauchte oder aus überwiegend gebrauchten Teilen bestehende Anlage?,,,,,
1995,KWKG 2023 - KWK-Anlagen bis 50 kWel (Vergütung KWK-Strom) 12 000 pro jahr,https://www.bundesnetzagentur.de/DE/Fachthemen/ElektrizitaetundGas/Ausschreibungen/KWK/start.html,Handelt es sich bei der KWK-Anlage um eine neue Anlage?,,,,,
1657,,,Handelt es sich bei der Maßnahme um eine gesetzlich verpflichtende Maßnahme?,,,,,
2003,,,Handelt es sich bei der Solaranlage um eine Photovoltaikanlage oder eine Anlage zur Erzeugung von Wärme aus Sonnenkollektoren?,,,,,
2394,,,"Handelt es sich entweder
a) nicht um ein denkmalgeschütztes Gebäude 
b) oder, falls doch, werden die Anforderungen der BEG EM erfüllt?",,,,,
2403,,,"Handelt es sich entweder
a) nicht um ein denkmalgeschütztes Gebäude 
b) oder, falls doch, werden die Anforderungen der BEG EM erfüllt?",,,,,
1605,,,"Handelt es sich entweder
a) nicht um ein eingetragenes Baudenkmal bzw. um ein Gebäude im Geltungsbereich einer Denkmalbereichssatzung, oder
b) doch, und es liegt eine Genehmigung der Unteren Denkmalbehörde für die geplanten Maßnahmen vor?",,,,,
1666,Klimafreundliches Wohnen und Arbeiten - Bestandsgebäude: Einzelmaßnahmen an der Gebäudehülle: Dämmung,https://www.duesseldorf.de/umweltamt/projekte/klimafreundliches-wohnen-und-arbeiten,"Handelt es sich entweder
a) nicht um ein eingetragenes Baudenkmal bzw. um ein Gebäude im Geltungsbereich einer Denkmalbereichssatzung, oder
b) doch, und es liegt eine Genehmigung der Unteren Denkmalbehörde für die geplanten Maßnahmen vor?",,,,,
1722,Klimafreundliches Wohnen und Arbeiten - Bestandsgebäude: Lüftungsanlagen mit Wärmerückgewinnung,https://www.duesseldorf.de/umweltamt/projekte/klimafreundliches-wohnen-und-arbeiten,"Handelt es sich entweder
a) nicht um ein eingetragenes Baudenkmal bzw. um ein Gebäude im Geltungsbereich einer Denkmalbereichssatzung, oder
b) doch, und es liegt eine Genehmigung der Unteren Denkmalbehörde für die geplanten Maßnahmen vor?",,,,,
1952,,,"Handelt es sich entweder
a) nicht um ein eingetragenes Baudenkmal bzw. um ein Gebäude im Geltungsbereich einer Denkmalbereichssatzung, oder
b) doch, und es liegt eine Genehmigung der Unteren Denkmalbehörde für die geplanten Maßnahmen vor?",,,,,
2010,,,"Handelt es sich entweder
a) nicht um ein eingetragenes Baudenkmal bzw. um ein Gebäude im Geltungsbereich einer Denkmalbereichssatzung, oder
b) doch, und es liegt eine Genehmigung der Unteren Denkmalbehörde für die geplanten Maßnahmen vor?",,,,,
2046,,,"Handelt es sich entweder
a) nicht um ein eingetragenes Baudenkmal bzw. um ein Gebäude im Geltungsbereich einer Denkmalbereichssatzung, oder
b) doch, und es liegt eine Genehmigung der Unteren Denkmalbehörde für die geplanten Maßnahmen vor?",,,,,
2181,,,"Handelt es sich entweder
a) nicht um ein eingetragenes Baudenkmal bzw. um ein Gebäude im Geltungsbereich einer Denkmalbereichssatzung, oder
b) doch, und es liegt eine Genehmigung der Unteren Denkmalbehörde für die geplanten Maßnahmen vor?",,,,,
2189,,,"Handelt es sich entweder
a) nicht um ein eingetragenes Baudenkmal bzw. um ein Gebäude im Geltungsbereich einer Denkmalbereichssatzung, oder
b) doch, und es liegt eine Genehmigung der Unteren Denkmalbehörde für die geplanten Maßnahmen vor?",,,,,
2218,Klimafreundliches Wohnen und Arbeiten - Bestandsgebäude: Einzelmaßnahmen an der Gebäudehülle: Erneuerung Fenster und Türen,https://www.duesseldorf.de/umweltamt/projekte/klimafreundliches-wohnen-und-arbeiten,"Handelt es sich entweder
a) nicht um ein eingetragenes Baudenkmal bzw. um ein Gebäude im Geltungsbereich einer Denkmalbereichssatzung, oder
b) doch, und es liegt eine Genehmigung der Unteren Denkmalbehörde für die geplanten Maßnahmen vor?",,,,,
2419,Klimafreundliches Wohnen und Arbeiten - Bestandsgebäude: Wärmepumpen,https://www.duesseldorf.de/umweltamt/projekte/klimafreundliches-wohnen-und-arbeiten,"Handelt es sich entweder
a) nicht um ein eingetragenes Baudenkmal bzw. um ein Gebäude im Geltungsbereich einer Denkmalbereichssatzung, oder
b) doch, und es liegt eine Genehmigung der Unteren Denkmalbehörde für die geplanten Maßnahmen vor?",,,,,
2553,,,"Handelt es sich entweder
a) nicht um eine besondere städtebauliche Gebäudemaßnahme 
b) oder, falls doch, wurde eine Vorabstimmung mit der Regierung der Oberpfalz vorgenommen, wie erforderlich?",,,,,
2451,,,"Handelt es sich entweder
a) nicht um eine Bürgerenergiegesellschaft gemäß § 3 Nr. 15 EEG 
b) oder, falls doch, erfüllt die geplante Anlage die entsprechenden Anforderungen?",,,,,
2283,,,Handelt es sich nicht um die Umschuldung oder Nachfinanzierung eines bereits begonnenen oder abgeschlossenen Bauvorhabens?,,,,,
2284,,,"Handelt es sich nicht um ein Boardinghaus, Ferienhaus, eine Ferienwohnung oder ein Wochenendhaus?",,,,,
1753,,,Handelt es sich nicht um eine mobile PV-Anlage?,,,,,
2271,,,"Handelt es sich nicht um eine Photovoltaikanlage, die aufgrund einer öffentlich-rechtlichen Verpflichtung (z. B. städtebaulicher Vertrag, Durchführungsvertrag) gebaut werden musste?",,,,,
1766,,,"Handelt es sich nicht um eine Reparatur, einen Eigenbau, einen Prototyp oder eine Ersatzbeschaffung?",,,,,
2061,,,Handelt es sich nicht um handwerkliche Tätigkeiten im Rahmen einer Neubaumaßnahme?,,,,,
1767,,,Handelt es sich nicht um Zubehörteile oder Umbausätze?,,,,,
1892,,,Handelt es sich um die Erweiterung oder Modernisierung eines bestehenden Wärmeverteilnetzes?,,,,,
2344,,,Handelt es sich um ein Bestandsgebäude mit höchstens fünf Wohneinheiten oder bei einem Nichtwohngebäude um eine beheizte Fläche von maximal 1.000 m²n?,,,,,
2213,Bundesförderung für effiziente Gebäude (BEG) – Einzelmaßnahme - Heizungsoptimierung zur Effizienzverbesserung - Wohngebäude,https://www.bafa.de/DE/Energie/Effiziente_Gebaeude/Sanierung_Wohngebaeude/Heizungsoptimierung/heizungsoptimierung_node.html,"Handelt es sich um ein Bestandsgebäude, das mindestens 5 Jahre alt ist, mit maximal fünf Wohneinheiten oder bei einem Nichtwohngebäude um eine beheizte Fläche von höchstens 1.000 m²n?",,,,,
2292,,,Handelt es sich um ein bestehendes Gebäude (kein Neubau oder Wiederaufbau)?,,,,,
1773,Bayerische Förderrichtlinie Holz (BayFHolz),https://www.stmb.bayern.de/buw/bauthemen/gebaeudeundenergie/foerderprogramme/bayfholz/index.php,Handelt es sich um ein Gebäude für Zwecke einer kommunalen Gebietskörperschaft?,,,,,
2206,,,"Handelt es sich um ein Gebäude, das im Rahmen von Landesprojekten liegt?",,,,,
1776,,,Handelt es sich um ein mehrgeschossiges Wohngebäude in Holzbauweise?,,,,,
1971,Erneuerbare Energien in der Landeshauptstadt Potsdam,https://www.potsdam.de/de/foerdergelder-fuer-klimaschutz,"Handelt es sich um ein Neugerät, das gefördert und in Betrieb genommen wird?",,,,,
1999,Förderung von Dämmmaßnahmen zur Verminderung von Treibhausgas-Emissionen,https://www.hannover.de/Leben-in-der-Region-Hannover/Umwelt-Nachhaltigkeit/Klimaschutz-Energie/Beratung-und-F%C3%B6rderung/F%C3%B6rderprogramme-im-Klimaschutz/Richtlinie-Kommunaler-Klimaschutz,"Handelt es sich um ein Wohngebäude, dessen Wärmedurchgangskoeffizient (U-Wert) des Daches bzw. obersten Gebäudeabschlusses nach der Dämmung höchstens 0,14 W/m²K beträgt?",,,,,
1933,,,Handelt es sich um eine dachintegrierte oder gebäudeintegrierte Photovoltaikanlage?,,,,,
1817,,,Handelt es sich um eine Ersatzpflanzung?,,,,,
1815,,,"Handelt es sich um eine Fläche, für die keine Umgestaltung mehr notwendig ist?",,,,,
1689,LEADER Baden-Württemberg (2023-2027),https://mlr.baden-wuerttemberg.de/de/unsere-themen/laendlicher-raum/foerderung/leader,Handelt es sich um eine im LEADER-Auswahlverfahren für die aktuelle Förderperiode anerkannte Lokale Aktionsgruppe (LAG)?,,,,,
1709,LEADER  Brandenburg (2023-2027),https://mluk.brandenburg.de/mluk/de/service/foerderung/laendliche-entwicklung/foerderung-leader/,Handelt es sich um eine im LEADER-Auswahlverfahren für die aktuelle Förderperiode anerkannte Lokale Aktionsgruppe (LAG)?,,,,,
1729,LEADER Saarland (2023-2027),https://www.saarland.de/mukmav/DE/portale/laendlicheentwicklung/informationen/leader/leader2023-2027,Handelt es sich um eine im LEADER-Auswahlverfahren für die aktuelle Förderperiode anerkannte Lokale Aktionsgruppe (LAG)?,,,,,
1900,LEADER  Sachsen-Anhalt (2023-2027),https://leader.sachsen-anhalt.de/,Handelt es sich um eine im LEADER-Auswahlverfahren für die aktuelle Förderperiode anerkannte Lokale Aktionsgruppe (LAG)?,,,,,
2032,LEADER Niedersachsen (2023-2027),https://klara.niedersachsen.de/startseite/forderangebot_klara/leader/,Handelt es sich um eine im LEADER-Auswahlverfahren für die aktuelle Förderperiode anerkannte Lokale Aktionsgruppe (LAG)?,,,,,
2089,LEADER Sachsen (2023-2027),https://www.laendlicher-raum.sachsen.de/leader-2021-2027-11098.html,Handelt es sich um eine im LEADER-Auswahlverfahren für die aktuelle Förderperiode anerkannte Lokale Aktionsgruppe (LAG)?,,,,,
2092,LEADER  Hamburg (2023-2027),https://klara.niedersachsen.de/startseite/forderangebot_klara/leader/,Handelt es sich um eine im LEADER-Auswahlverfahren für die aktuelle Förderperiode anerkannte Lokale Aktionsgruppe (LAG)?,,,,,
2108,LEADER Nordrhein-Westfalen (2023-2027),https://www.engagiert-in-nrw.de/nrw-programm-laendlicher-raum-leader,Handelt es sich um eine im LEADER-Auswahlverfahren für die aktuelle Förderperiode anerkannte Lokale Aktionsgruppe (LAG)?,,,,,
2168,LEADER Thüringen (2023-2027),https://leader-thueringen.de/,Handelt es sich um eine im LEADER-Auswahlverfahren für die aktuelle Förderperiode anerkannte Lokale Aktionsgruppe (LAG)?,,,,,
2192,LEADER Rheinland-Pfalz (2023-2027),https://www.eler-eulle.rlp.de/Eler-EULLE/EULLE/LEADER/LEADER-2023-2029,Handelt es sich um eine im LEADER-Auswahlverfahren für die aktuelle Förderperiode anerkannte Lokale Aktionsgruppe (LAG)?,,,,,
2232,LEADER  Schleswig-Holstein (2023-2027),"https://www.holsteinsherz.de/projekte/eler-2023-2027#:~:text=In%20Schleswig%2DHolstein%20ist%20LEADER,aus%20dem%20ELER%2DFonds%20finanziert.",Handelt es sich um eine im LEADER-Auswahlverfahren für die aktuelle Förderperiode anerkannte Lokale Aktionsgruppe (LAG)?,,,,,
2301,LEADER Bremen (2023-2027),https://klara.niedersachsen.de/startseite/forderangebot_klara/leader/,Handelt es sich um eine im LEADER-Auswahlverfahren für die aktuelle Förderperiode anerkannte Lokale Aktionsgruppe (LAG)?,,,,,
2526,LEADER Bayern (2023-2027),https://www.stmelf.bayern.de/leader/leader-2023-2027/index.html,Handelt es sich um eine im LEADER-Auswahlverfahren für die aktuelle Förderperiode anerkannte Lokale Aktionsgruppe (LAG)?,,,,,
1968,,,"Handelt es sich um eine neue Bürgerenergiegesellschaft, die keine Ausschreibungsteilnahme benötigt und eine Vergütung nach § 46 EEG in Anspruch nehmen kann?",,,,,
2517,,,Handelt es sich um eine neue und nicht um eine gebrauchte Anlage?,,,,,
1816,,,Handelt es sich um eine selbst erbrachte Leistung oder Arbeit?,,,,,
2414,,,Hat der Mieterstromvertrag eine Laufzeit von maximal einem Jahr?,,,,,
1757,Klimaschutz für Bürgerinnen und Bürger – Förderung von Batteriespeichern,https://www.schleswig-holstein.de/DE/landesregierung/themen/umwelt-naturschutz/klimaschutz/klimaschutz_node.html,"Hat der zu fördernde Batteriespeicher eine nutzbare Kapazität von mindestens 2 kWh, die durch das Herstellerdatenblatt nachgewiesen werden kann?",,,,,
2244,,,Hat die Anlage eine Größe von mindestens vier m²n?,,,,,
1962,,,Hat die Photovoltaikanlage eine Nennleistung von mindestens vier Kilowatt-Peak?,,,,,
2525,,,Hat die zu begrünende Dachfläche mindestens 25 qm?,,,,,
1961,,,"Ist das andere Gerät bereits vorhanden und wird seit mindestens zwei Jahren am Standort betrieben, ohne mit den entsprechenden Schnittstellen ausgestattet zu sein?",,,,,
2463,,,"Ist das Gebäude als Passivhaus der entsprechenden Klasse (Classic, Plus, Premium) zertifiziert?",,,,,
1983,,,Ist das Gebäude älter als 10 Jahre?,,,,,
2276,,,Ist das Gebäude älter als zehn Jahre (maßgebend ist der Beginn der Herstellung)?,,,,,
2487,Wärmepumpen‐Programm,https://www.stuttgart.de/leben/umwelt/energie/foerderprogramme/waermepumpen-programm.php,Ist das Gebäude bauaufsichtlich genehmigt und innerhalb des Stadtgebiets der Landeshauptstadt Stuttgart gelegen?,,,,,
2311,Energiesparprogramm: Förderung für energetische Sanierungen,https://www.stuttgart.de/energiesparprogramm,Ist das Gebäude bauaufsichtlich genehmigt?,,,,,
2505,Heizungsaustauschprogramm,https://www.stuttgart.de/leben/wohnen/wohnbaufoerderung/heizungsaustauschprogramm.php,Ist das Gebäude innerhalb des Stadtgebiets Stuttgart bauaufsichtlich genehmigt?,,,,,
1544,Bayerisches Modernisierungsprogramm (BayModR),https://www.freistaat.bayern/dokumente/leistung/3666501357,Ist das Gebäude mindestens 15 Jahre alt und umfasst mindestens 3 Miet- oder Genossenschaftswohnungen oder mindestens 8 Pflegeplätze (bei Pflegeeinrichtungen) oder Wird eine BEG Förderung genutzt und ist das Gebäude mindestens 5 Jahre alt?,,,,,
1673,Bundesförderung für effiziente Gebäude (BEG) – Einzelmaßnahme - Gebäudehülle - Wohngebäude,https://www.bafa.de/DE/Energie/Effiziente_Gebaeude/Sanierung_Wohngebaeude/Gebaeudehuelle/gebaeudehuelle_node.html,Ist das Gebäude mindestens 5 Jahre alt?,,,,,
1701,Bundesförderung für effiziente Gebäude (BEG) – Einzelmaßnahme - Anlagen zur Wärmeerzeugung: Biomasseheizungen - Wohngebäude (458),https://www.kfw.de/inlandsfoerderung/Privatpersonen/Bestehende-Immobilie/F%C3%B6rderprodukte/Heizungsf%C3%B6rderung-f%C3%BCr-Privatpersonen-Wohngeb%C3%A4ude-(458)/,Ist das Gebäude mindestens 5 Jahre alt?,,,,,
1714,Bundesförderung für effiziente Gebäude (BEG) – Einzelmaßnahme - Anlagen zur Wärmeerzeugung: Solarthermische Anlagen - Wohngebäude (458),https://www.kfw.de/inlandsfoerderung/Privatpersonen/Bestehende-Immobilie/F%C3%B6rderprodukte/Heizungsf%C3%B6rderung-f%C3%BCr-Privatpersonen-Wohngeb%C3%A4ude-(458)/,Ist das Gebäude mindestens 5 Jahre alt?,,,,,
1975,Bundesförderung für effiziente Gebäude (BEG) – Einzelmaßnahme - Anlagentechnik (außer Heizung) - Wohngebäude,https://www.bafa.de/DE/Energie/Effiziente_Gebaeude/Sanierung_Wohngebaeude/Anlagentechnik/anlagentechnik_node.html,Ist das Gebäude mindestens 5 Jahre alt?,,,,,
2346,Bundesförderung für effiziente Gebäude (BEG) – Einzelmaßnahme - Anlagen zur Wärmeerzeugung: Wärmepumpen,https://www.bafa.de/DE/Energie/Effiziente_Gebaeude/Sanierung_Wohngebaeude/Anlagen_zur_Waermeerzeugung/anlagen_zur_waermeerzeugung_node.html,Ist das Gebäude mindestens 5 Jahre alt?,,,,,
2515,,,"Ist das Gerät fachgerecht befestigt, um die Verkehrssicherheit zu gewährleisten?",,,,,
2341,Klimafreundliches Wohnen und Arbeiten - Bestandsgebäude: Heizungsoptimierung,https://www.duesseldorf.de/umweltamt/projekte/klimafreundliches-wohnen-und-arbeiten,Ist das Heizungssystem hydraulisch abgeglichen?,,,,,
2401,Förderprogramm Klimaneutrale Gebäude (FKG) - Einzelmaßnahmen: RLT-Anlagen mit Wärme-/Kälterückgewinnung,https://stadt.muenchen.de/infos/foerderprogramm-klimaneutrale-gebaeude.html,,,,,,
2392,"Förderprogramm Klimaneutrale Gebäude (FKG) - Einzelmaßnahmen: Austausch von Fenstern, Außentüren",https://stadt.muenchen.de/infos/foerderprogramm-klimaneutrale-gebaeude.html,,,,,,
2393,,,"Ist das Vorhaben Teil einer energetischen Sanierungsberatung gemäß FKG, die mindestens den Energiestandard EH55 erreicht?",,,,,
2402,,,"Ist das Vorhaben Teil einer im FKG beantragbaren energetischen Sanierungsberatung, die eine Schritt-für-Schritt Sanierung zur Erreichung des Standards EH55 darstellt?",,,,,
1840,Wärmeschutz im Gebäudebestand,https://www.ifbhh.de/programme/privatkunden/eigenheim-modernisieren/energetisch-modernisieren-privat/waermeschutz-im-gebaeudebestand,Ist das Wohngebäude mindestens 20 Jahre alt (gemäß Baugenehmigung)?,,,,,
1649,Förderprogramm Klimaschutzmaßnahmen im Altbau in Oldenburg,"https://serviceportal.oldenburg.de/buergerservice/dienstleistungen/foerderprogramm-klimaschutzmassnahmen-im-altbau-900000983-0.html?myMedium=1#:~:text=Jede%20einzelne%20bauliche%20Ma%C3%9Fnahme%20zur,Prozent%20brutto%20der%20Rechnungssumme%20gef%C3%B6rdert.&text=Bei%20Erf%C3%BCllung%20eines%20nach%20dem,3.000%20Euro%20je%20nach%20Effizienzklasse.",Ist das zu fördernde Gebäude älter als 10 Jahre?,,,,,
1759,,,"Ist der Batteriespeicher mit einer Stromerzeugungsanlage auf Basis erneuerbarer Energien gekoppelt, die eine Leistung von mindestens 3 kW/kWp und maximal 30 kW/kWp hat und nach dem 1.1.2022 in Betrieb genommen wurde?",,,,,
2474,,,Ist der Verwendungsnachweis für die energetische Sanierungsberatung bereits eingereicht?,,,,,
2243,,,Ist die Anlage im Rahmen der Bundesförderung für effiziente Gebäude - Programmbereich Einzelmaßnahmen beim BAFA gelistet oder als förderwürdig eingestuft?,,,,,
2258,,,Ist die Anlage im Rahmen der Bundesförderung für effiziente Gebäude – Programmbereich Einzelmaßnahmen beim Bundesamt für Wirtschaft und Ausfuhrkontrolle gelistet oder als förderwürdig eingestuft?,,,,,
1950,,,"Ist die Anlage mit einem Wärmemengenzähler, einem Funktionskontrollgerät oder entsprechenden in das Regelgerät integrierten Funktionen ausgestattet?",,,,,
2257,,,"Ist die Anlage wassergeführt und mit einem Speicher verbunden, der mindestens 30 Liter pro Kilowatt fasst?",,,,,
2335,Modernisierung von Mietwohnungen 2. Förderweg,https://www.ifbhh.de/programme/immobilienwirtschaft/mietwohnungen-modernisieren/umfassend-modernisieren/modernisierung-von-mietwohnungen-mod-c,Ist die Baugenehmigung des Gebäudes älter als 20 Jahre?,,,,,
2542,Modernisierung von Mietwohnungen 1. Förderweg,https://www.ifbhh.de/programme/immobilienwirtschaft/mietwohnungen-modernisieren/umfassend-modernisieren/umfassende-modernisierung-von-mietwohnungen-mod-b#downloads,Ist die Baugenehmigung für Ihr Gebäude älter als 20 Jahre?,,,,,
2248,,,Ist die denkmalgeschützte Immobilie entweder vermietet oder selbstgenutzt?,,,,,
2492,,,Ist die eingesetzte Wärmepumpe auf der Liste der förderfähigen Anlagen des BAFA aufgeführt?,,,,,
2135,,,"Ist die fachgerechte und sichere Inbetriebnahme aller Anlagen nachweisbar, und werden die technischen Anschlussbedingungen des Netzbetreibers eingehalten?",,,,,
2524,Dachbegrünung und Fassadenbegrünung,https://www.hannover.de/Leben-in-der-Region-Hannover/Umwelt-Nachhaltigkeit/Klimaschutz-Energie/Beratung-und-F%C3%B6rderung/F%C3%B6rderprogramme-im-Klimaschutz/Gut-f%C3%BCr-die-Artenvielfalt-und-das-Kleinklima-Geld-f%C3%BCr-Gr%C3%BCnd%C3%A4cher,Ist die geplante Maßnahme freiwillig?,,,,,
1624,,,Ist die Gesamtfinanzierung der Anlage bei Antragstellung sichergestellt?,,,,,
2299,,,Ist die Gesamtfinanzierung des Projekts sichergestellt?,,,,,
2246,AfA Denkmalabschreibung,https://www.gesetze-im-internet.de/estg/__7i.html,Ist die Immobilie offiziell als Denkmal anerkannt und in der Denkmalliste der zuständigen Denkmalschutzbehörde eingetragen?,,,,,
1756,,,Ist die Installation der PV-Anlage nicht aufgrund gesetzlicher Bestimmungen vorgeschrieben?,,,,,
2490,,,Ist die Jahresarbeitszahl bei Wärmepumpen über 100 kW durch eine Fachunternehmererklärung nachgewiesen?,,,,,
2416,,,Ist die Kündigungsfrist auf maximal drei Monate vor Ablauf der Vertragslaufzeit beschränkt?,,,,,
1609,KWKG 2023 - Wärme- und Kältespeicher,https://www.bafa.de/DE/Energie/Energieeffizienz/Kraft_Waerme_Kopplung/Waerme_Kaeltespeicher/waerme_kaeltespeicher_node.html,Ist die KWK-Anlage durch das Bundesamt für Wirtschaft und Ausfuhrkontrolle (BAFA) zugelassen?,,,,,
2376,LEADER Hessen (2023-2027),https://www.wibank.de/wibank/leader/laendliche-regionalentwicklung-306722,Ist die LAG im LEADER-Auswahlverfahren für die aktuelle Förderperiode anerkannt?,,,,,
2308,LEADER Förderprogramm  EU (2023-2027),"https://leader.landwirtschaft-bw.de/,Lde/Startseite/Foerderperiode+2023-2027",Ist die Lokale Aktionsgruppe (LAG) im LEADER-Auswahlverfahren für die aktuelle Förderperiode anerkannt?,,,,,
2313,LEADER  Mecklenburg-Vorpommern (2023-2027),https://leader-mse.de/Demminer-Land/Projekt-einreichen/LEADER/,Ist die Lokale Aktionsgruppe (LAG) im LEADER-Auswahlverfahren für die aktuelle Förderperiode anerkannt?,,,,,
2423,Förderprogramm Klimaneutrale Gebäude (FKG) - Effizienzhaus im Neubau,https://stadt.muenchen.de/infos/foerderprogramm-klimaneutrale-gebaeude.html,,,,,,
2029,,,Ist die Maßnahme nicht rechtlich verpflichtend umzusetzen?,,,,,
2437,,,Ist die PV-Anlage im Marktstammdatenregister registriert?,,,,,
2552,,,Ist die Regierung der Oberpfalz über den Antrag informiert worden?,,,,,
2241,,,Ist die thermische Solaranlage mit dem europäischen Prüfzeichen „Solar Keymark“ zertifiziert?,,,,,
2079,,,Ist die Wohnfläche der geförderten Wohnungen angemessen in Abhängigkeit von der jeweiligen Haushaltsgröße?,,,,,
1574,Wohnungsbauförderung – Modernisierungsförderung,https://www.bab-bremen.de/de/page/programm/modernisierungskredite-mietwohnungen,Ist die Wohnung älter als 25 Jahre?,,,,,
1578,,,Ist die Wohnung belegungs- und mietbindungsfrei?,,,,,
2417,,,Ist ein Ausschluss des Kündigungsrechts während der Mietdauer ausgeschlossen?,,,,,
2216,,,Ist ein Energieeffizienz-Experte in die Antragstellung eingebunden?,,,,,
1638,,,Ist ein Hausanschluss für die Ladeinfrastruktur auf privater Fläche nicht möglich?,,,,,
1997,,,"Ist Ihnen bekannt, dass die Förderung für insgesamt 30.000 Vollbenutzungsstunden ab Aufnahme des Dauerbetriebs der Anlage gezahlt wird?",,,,,
2060,,,"Ist Ihnen bewusst, dass der Steuerbonus in der jährlichen Einkommensteuererklärung geltend gemacht und auf die gezahlte Einkommensteuer angerechnet wird?",,,,,
1792,Förderung von Energieeffizienzmaßnahmen im Bestand,https://service.braunschweig.de/dienstleistungen/-/egov-bis-detail/dienstleistung/64441/show,"Ist Ihnen bewusst, dass die Bewilligung der Förderung als freiwillige Leistung der Stadt Braunschweig erfolgt und kein Rechtsanspruch darauf besteht?",,,,,
2478,,,"Ist Ihnen bewusst, dass die Stadt Bonn bei nicht sachgemäßer Mittelverwendung die Fördermittel zurückfordern kann?",,,,,
2450,,,"Ist Ihre Freiflächen- oder Agri PV-Anlage größer als 1000 kWp, und wird sie am Ausschreibungsverfahren der Bundesnetzagentur teilnehmen?",,,,,
2425,,,Kommen Fenster- oder Türrahmen aus Tropenholz zum Einsatz?,,,,,
